date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:45	177873/177873	---M--	200	added ('OK')	image/jpeg	etag:%225ccbe0bd-2fd9a%22	https://colorlib.com/preview/theme/minishop/images/gallery-4.jpg	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/images/gallery-4.jpg	(from https://colorlib.com/preview/theme/minishop/)
10:45:45	97956/97956	---M--	200	added ('OK')	image/jpeg	etag:%225ccbe0be-1d054%22	https://colorlib.com/preview/theme/minishop/images/gallery-5.jpg	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/images/gallery-5.jpg	(from https://colorlib.com/preview/theme/minishop/)
10:45:45	87035/87035	---M--	200	added ('OK')	image/jpeg	etag:%225ccbe0bf-18c3c%22	https://colorlib.com/preview/theme/minishop/images/gallery-6.jpg	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/images/gallery-6.jpg	(from https://colorlib.com/preview/theme/minishop/)
10:45:45	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d6fb81c-4d7%22	https://colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:45	268038/268038	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0dc-41706%22	https://colorlib.com/preview/theme/minishop/js/jquery.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:46	11421/11421	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0da-2c9d%22	https://colorlib.com/preview/theme/minishop/js/jquery-migrate-3.0.1.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery-migrate-3.0.1.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:46	19032/19032	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0de-4a58%22	https://colorlib.com/preview/theme/minishop/js/popper.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/popper.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:46	58072/58072	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0d8-e2d8%22	https://colorlib.com/preview/theme/minishop/js/bootstrap.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/bootstrap.min.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:46	3601/3601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0da-1faf%22	https://colorlib.com/preview/theme/minishop/js/jquery.easing.1.3.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.easing.1.3.js	(from https://colorlib.com/preview/theme/minishop/)
10:45:47	8835/8835	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccbe0dd-2283%22	https://colorlib.com/preview/theme/minishop/js/jquery.waypoints.min.js	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/js/jquery.waypoints.min.js	(from https://colorlib.com/preview/theme/minishop/)
